text,text_raw,label
"cwe: cwe-264 | vulnerabilities in a large number of snmp implementations allow remote attackers to cause a denial of service or gain privileges via snmpv1 trap handling, as demonstrated by the protos c06-snmpv1 test suite. note: it is highly likely that this candidate will be split into multiple candidates, one or more for each vendor. this and other snmp-related candidates will be updated when more accurate information is available.","cwe: cwe-264 | Vulnerabilities in a large number of SNMP implementations allow remote attackers to cause a denial of service or gain privileges via SNMPv1 trap handling, as demonstrated by the PROTOS c06-SNMPv1 test suite.  NOTE: It is highly likely that this candidate will be SPLIT into multiple candidates, one or more for each vendor.  This and other SNMP-related candidates will be updated when more accurate information is available.",Alta
"cwe: cwe-264 | vulnerabilities in the snmpv1 request handling of a large number of snmp implementations allow remote attackers to cause a denial of service or gain privileges via (1) getrequest, (2) getnextrequest, and (3) setrequest messages, as demonstrated by the protos c06-snmpv1 test suite. note: it is highly likely that this candidate will be split into multiple candidates, one or more for each vendor. this and other snmp-related candidates will be updated when more accurate information is available.","cwe: cwe-264 | Vulnerabilities in the SNMPv1 request handling of a large number of SNMP implementations allow remote attackers to cause a denial of service or gain privileges via (1) GetRequest, (2) GetNextRequest, and (3) SetRequest messages, as demonstrated by the PROTOS c06-SNMPv1 test suite.  NOTE: It is highly likely that this candidate will be SPLIT into multiple candidates, one or more for each vendor.  This and other SNMP-related candidates will be updated when more accurate information is available.",Alta
"goahead web server 2.1.7 and earlier allows remote attackers to obtain the source code of asp files via a url terminated with a /, \, %2f (encoded /), %20 (encoded space), or %00 (encoded null) character, which returns the asp source code unparsed.","GoAhead Web Server 2.1.7 and earlier allows remote attackers to obtain the source code of ASP files via a URL terminated with a /, \, %2f (encoded /), %20 (encoded space), or %00 (encoded null) character, which returns the ASP source code unparsed.",Média
"surfcontrol superscout only filters packets containing both an http get request and a host header, which allows local users to bypass filtering by fragmenting packets so that no packet contains both data elements.","SurfControl SuperScout only filters packets containing both an HTTP GET request and a Host header, which allows local users to bypass filtering by fragmenting packets so that no packet contains both data elements.",Média
"multiple components in oracle 9i application server (9ias) are installed with over 160 default usernames and passwords, including (1) sys, (2) system, (3) aqjava, (4) owa, (5) imageuser, (6) user1, (7) user2, (8) plsql, (9) demo, (10) finance, and many others, which allows attackers to gain privileges.","Multiple components in Oracle 9i Application Server (9iAS) are installed with over 160 default usernames and passwords, including (1) SYS, (2) SYSTEM, (3) AQJAVA, (4) OWA, (5) IMAGEUSER, (6) USER1, (7) USER2, (8) PLSQL, (9) DEMO, (10) FINANCE, and many others, which allows attackers to gain privileges.",Média
vulnerability in rfc822 address parser in mutt before 1.2.5.1 and mutt 1.3.x before 1.3.25 allows remote attackers to execute arbitrary commands via an improperly terminated comment or phrase in the address list.,Vulnerability in RFC822 address parser in mutt before 1.2.5.1 and mutt 1.3.x before 1.3.25 allows remote attackers to execute arbitrary commands via an improperly terminated comment or phrase in the address list.,Alta
buffer overflow in the preprocessor in groff 1.16 and earlier allows remote attackers to gain privileges via lpd in the lprng printing system.,Buffer overflow in the preprocessor in groff 1.16 and earlier allows remote attackers to gain privileges via lpd in the LPRng printing system.,Alta
"heap corruption vulnerability in the ""at"" program allows local users to execute arbitrary code via a malformed execution time, which causes at to free the same memory twice.","Heap corruption vulnerability in the ""at"" program allows local users to execute arbitrary code via a malformed execution time, which causes at to free the same memory twice.",Alta
buffer overflow in icq before 2001b beta v5.18 build #3659 allows remote attackers to execute arbitrary code via a voice video & games request.,Buffer overflow in ICQ before 2001B Beta v5.18 Build #3659 allows remote attackers to execute arbitrary code via a Voice Video & Games request.,Alta
"multiple signedness errors (mixed signed and unsigned numbers) in the i/o functions of rsync 2.4.6, 2.3.2, and other versions allow remote attackers to cause a denial of service and execute arbitrary code in the rsync client or server.","Multiple signedness errors (mixed signed and unsigned numbers) in the I/O functions of rsync 2.4.6, 2.3.2, and other versions allow remote attackers to cause a denial of service and execute arbitrary code in the rsync client or server.",Alta
buffer overflow in digest calculation function of multiple radius implementations allows remote attackers to cause a denial of service and possibly execute arbitrary code via shared secret data.,Buffer overflow in digest calculation function of multiple RADIUS implementations allows remote attackers to cause a denial of service and possibly execute arbitrary code via shared secret data.,Alta
"multiple radius implementations do not properly validate the vendor-length of the vendor-specific attribute, which allows remote attackers to cause a denial of service (crash) via a vendor-length that is less than 2.","Multiple RADIUS implementations do not properly validate the Vendor-Length of the Vendor-Specific attribute, which allows remote attackers to cause a denial of service (crash) via a Vendor-Length that is less than 2.",Média
"in microsoft windows nt and windows 2000, a trusting domain that receives authorization information from a trusted domain does not verify that the trusted domain is authoritative for all listed sids, which allows remote attackers to gain domain administrator privileges on the trusting domain by injecting sids from untrusted domains into the authorization data that comes from from the trusted domain.","In Microsoft Windows NT and Windows 2000, a trusting domain that receives authorization information from a trusted domain does not verify that the trusted domain is authoritative for all listed SIDs, which allows remote attackers to gain Domain Administrator privileges on the trusting domain by injecting SIDs from untrusted domains into the authorization data that comes from from the trusted domain.",Alta
buffer overflow in telnet server in windows 2000 and interix 2.2 allows remote attackers to execute arbitrary code via malformed protocol options.,Buffer overflow in telnet server in Windows 2000 and Interix 2.2 allows remote attackers to execute arbitrary code via malformed protocol options.,Alta
